date,name,id,timestamp,temperature
22/11/2024 15:28,Delta,69848b39fa744a6f3f877446418bb0e4,1732289309,26.0625
22/11/2024 15:28,Delta,69848b39fa744a6f3f877446418bb0e4,1732289314,26
22/11/2024 15:28,Delta,69848b39fa744a6f3f877446418bb0e4,1732289319,26
22/11/2024 15:28,Delta,69848b39fa744a6f3f877446418bb0e4,1732289324,26.0625
22/11/2024 15:28,Delta,69848b39fa744a6f3f877446418bb0e4,1732289329,26
22/11/2024 15:28,Delta,69848b39fa744a6f3f877446418bb0e4,1732289334,26
22/11/2024 15:28,Delta,69848b39fa744a6f3f877446418bb0e4,1732289339,26.0625
22/11/2024 15:29,Delta,69848b39fa744a6f3f877446418bb0e4,1732289344,26.0625
22/11/2024 15:29,Delta,69848b39fa744a6f3f877446418bb0e4,1732289349,26.0625
22/11/2024 15:29,Delta,69848b39fa744a6f3f877446418bb0e4,1732289354,26.0625
22/11/2024 15:29,Delta,69848b39fa744a6f3f877446418bb0e4,1732289359,26.0625
22/11/2024 15:29,Delta,69848b39fa744a6f3f877446418bb0e4,1732289364,26.0625
22/11/2024 15:29,Delta,69848b39fa744a6f3f877446418bb0e4,1732289369,26.125
22/11/2024 15:29,Delta,69848b39fa744a6f3f877446418bb0e4,1732289374,26.0625
22/11/2024 15:29,Delta,69848b39fa744a6f3f877446418bb0e4,1732289379,26.125
22/11/2024 15:29,Delta,69848b39fa744a6f3f877446418bb0e4,1732289384,26.125
22/11/2024 15:29,Delta,69848b39fa744a6f3f877446418bb0e4,1732289389,26.125
22/11/2024 15:29,Delta,69848b39fa744a6f3f877446418bb0e4,1732289394,26.125
22/11/2024 15:29,Delta,69848b39fa744a6f3f877446418bb0e4,1732289399,26.0625
22/11/2024 15:30,Delta,69848b39fa744a6f3f877446418bb0e4,1732289404,26.0625
22/11/2024 15:30,Delta,69848b39fa744a6f3f877446418bb0e4,1732289409,26.125
22/11/2024 15:30,Delta,69848b39fa744a6f3f877446418bb0e4,1732289414,26.125
22/11/2024 15:30,Delta,69848b39fa744a6f3f877446418bb0e4,1732289419,26.125
22/11/2024 15:30,Delta,69848b39fa744a6f3f877446418bb0e4,1732289424,26.1875
22/11/2024 15:30,Delta,69848b39fa744a6f3f877446418bb0e4,1732289429,26.125
22/11/2024 15:30,Delta,69848b39fa744a6f3f877446418bb0e4,1732289434,26.125
22/11/2024 15:30,Delta,69848b39fa744a6f3f877446418bb0e4,1732289439,26.125
22/11/2024 15:30,Delta,69848b39fa744a6f3f877446418bb0e4,1732289444,26.1875
